date,timestamp,message
2025-05-01,2025-05-01 13:18:22,ok
2025-05-01,2025-05-01 14:45:09,sure
2025-05-01,2025-05-01 16:11:47,alright
2025-05-01,2025-05-01 17:38:25,maybe
2025-05-01,2025-05-01 19:04:13,idk yet
2025-05-01,2025-05-01 20:31:58,tired today
2025-05-01,2025-05-01 21:57:36,goodnight
2025-05-02,2025-05-02 10:16:35,morning
2025-05-02,2025-05-02 10:52:19,yeah im okay
2025-05-02,2025-05-02 11:29:44,just tired still
2025-05-02,2025-05-02 12:07:28,not sleeping well lately
2025-05-02,2025-05-02 12:44:53,its whatever
2025-05-02,2025-05-02 13:23:17,what are you doing today
2025-05-02,2025-05-02 14:01:42,sounds nice
2025-05-02,2025-05-02 14:38:26,im just home
2025-05-02,2025-05-02 15:17:51,catching up on stuff
2025-05-02,2025-05-02 15:54:15,or trying to anyway
2025-05-02,2025-05-02 16:32:39,hard to focus today
2025-05-02,2025-05-02 17:09:24,just feeling blah
2025-05-02,2025-05-02 17:48:48,yeah i know
2025-05-02,2025-05-02 18:25:13,ill be fine
2025-05-02,2025-05-02 19:03:37,making something to eat
2025-05-02,2025-05-02 19:41:22,not really hungry though
2025-05-02,2025-05-02 20:18:46,just forcing myself
2025-05-02,2025-05-02 20:57:11,gonna watch tv
2025-05-02,2025-05-02 21:33:48,need to zone out
2025-05-02,2025-05-02 22:11:24,pretty tired
2025-05-02,2025-05-02 22:47:59,night
2025-05-02,2025-05-02 10:34:28,hey
2025-05-02,2025-05-02 11:59:17,yeah
2025-05-02,2025-05-02 13:26:43,ok
2025-05-02,2025-05-02 14:51:39,meh
2025-05-02,2025-05-02 16:18:27,sure i guess
2025-05-02,2025-05-02 17:43:54,dont know
2025-05-02,2025-05-02 19:09:16,whatever
2025-05-02,2025-05-02 20:36:42,tired
2025-05-02,2025-05-02 22:02:18,night
2025-05-03,2025-05-03 10:24:47,morning
2025-05-03,2025-05-03 11:01:33,yeah im up
2025-05-03,2025-05-03 11:39:58,another day
2025-05-03,2025-05-03 12:16:22,not much going on
2025-05-03,2025-05-03 12:54:47,just the usual
2025-05-03,2025-05-03 13:31:29,feeling pretty low energy
2025-05-03,2025-05-03 14:09:54,yeah
2025-05-03,2025-05-03 14:46:18,dont really feel like doing anything
2025-05-03,2025-05-03 15:24:43,just staying in bed for a bit
2025-05-03,2025-05-03 16:01:27,should probably get up
2025-05-03,2025-05-03 16:39:52,but i dont want to
2025-05-03,2025-05-03 17:16:16,finally got up
2025-05-03,2025-05-03 17:54:41,feeling kind of empty
2025-05-03,2025-05-03 18:31:24,hard to explain
2025-05-03,2025-05-03 19:09:49,just off i guess
2025-05-03,2025-05-03 19:46:13,ordering food again
2025-05-03,2025-05-03 20:24:38,dont feel like cooking
2025-05-03,2025-05-03 21:01:22,watching something
2025-05-03,2025-05-03 21:39:47,not really paying attention
2025-05-03,2025-05-03 22:16:11,gonna try to sleep
2025-05-03,2025-05-03 22:53:36,goodnight
2025-05-03,2025-05-03 10:42:19,hey
2025-05-03,2025-05-03 12:08:54,yeah
2025-05-03,2025-05-03 13:35:28,ok
2025-05-03,2025-05-03 15:02:13,sure
2025-05-03,2025-05-03 16:28:47,idk
2025-05-03,2025-05-03 17:55:32,maybe
2025-05-03,2025-05-03 19:22:06,whatever
2025-05-03,2025-05-03 20:48:41,tired
2025-05-03,2025-05-03 22:15:26,night
2025-05-04,2025-05-04 10:37:52,morning
2025-05-04,2025-05-04 11:14:28,yeah
2025-05-04,2025-05-04 11:52:53,slept badly again
2025-05-04,2025-05-04 12:29:17,cant seem to sleep well anymore
2025-05-04,2025-05-04 13:07:42,feeling pretty drained
2025-05-04,2025-05-04 13:44:26,not much motivation today
2025-05-04,2025-05-04 14:22:51,just going through the motions
2025-05-04,2025-05-04 14:59:15,yeah i know
2025-05-04,2025-05-04 15:37:39,trying to push through
2025-05-04,2025-05-04 16:14:24,its hard though
2025-05-04,2025-05-04 16:52:48,everything feels heavy
2025-05-04,2025-05-04 17:29:13,dont know why
2025-05-04,2025-05-04 18:07:37,just do
2025-05-04,2025-05-04 18:44:22,stayed in all day
2025-05-04,2025-05-04 19:22:46,didnt leave the house
2025-05-04,2025-05-04 19:59:11,maybe tomorrow
2025-05-04,2025-05-04 20:37:35,well see
2025-05-04,2025-05-04 21:14:19,making tea
2025-05-04,2025-05-04 21:52:44,trying to relax
2025-05-04,2025-05-04 22:29:28,getting ready for bed
2025-05-04,2025-05-04 23:06:53,night
2025-05-04,2025-05-04 10:51:36,hey
2025-05-04,2025-05-04 12:17:24,yeah
2025-05-04,2025-05-04 13:44:59,ok
2025-05-04,2025-05-04 15:11:33,meh
2025-05-04,2025-05-04 16:38:18,idk
2025-05-04,2025-05-04 18:04:52,maybe not
2025-05-04,2025-05-04 19:31:27,tired
2025-05-04,2025-05-04 20:58:14,whatever
2025-05-04,2025-05-04 22:24:48,night
2025-05-05,2025-05-05 10:46:13,morning
2025-05-05,2025-05-05 11:23:47,yeah im here
2025-05-05,2025-05-05 12:01:32,another rough night
2025-05-05,2025-05-05 12:38:56,keeps happening
2025-05-05,2025-05-05 13:16:21,feeling really tired
2025-05-05,2025-05-05 13:54:45,and kind of down
2025-05-05,2025-05-05 14:31:29,dont know
2025-05-05,2025-05-05 15:09:54,just not feeling it today
2025-05-05,2025-05-05 15:46:18,hard to get moving
2025-05-05,2025-05-05 16:24:43,everything takes so much energy
2025-05-05,2025-05-05 17:01:27,even small things
2025-05-05,2025-05-05 17:39:52,stayed in bed most of the day
2025-05-05,2025-05-05 18:16:16,finally up now
2025-05-05,2025-05-05 18:54:41,but still feeling off
2025-05-05,2025-05-05 19:31:24,not hungry
2025-05-05,2025-05-05 20:09:49,should eat something though
2025-05-05,2025-05-05 20:46:13,made some toast
2025-05-05,2025-05-05 21:24:38,thats about all i can manage
2025-05-05,2025-05-05 22:01:22,gonna try to sleep early
2025-05-05,2025-05-05 22:39:47,night
2025-05-05,2025-05-05 11:03:28,hey
2025-05-05,2025-05-05 12:29:15,yeah
2025-05-05,2025-05-05 13:56:42,ok
2025-05-05,2025-05-05 15:22:39,not great
2025-05-05,2025-05-05 16:49:26,idk
2025-05-05,2025-05-05 18:14:53,maybe
2025-05-05,2025-05-05 19:41:28,tired
2025-05-05,2025-05-05 21:08:14,whatever
2025-05-05,2025-05-05 22:34:51,night
2025-05-06,2025-05-06 10:58:34,morning
2025-05-06,2025-05-06 11:35:29,yeah
2025-05-06,2025-05-06 12:13:54,not really
2025-05-06,2025-05-06 12:51:18,slept terrible
2025-05-06,2025-05-06 13:28:43,feeling pretty low
2025-05-06,2025-05-06 14:06:27,just blah
2025-05-06,2025-05-06 14:43:52,dont want to do anything
2025-05-06,2025-05-06 15:21:16,even texting feels like effort
2025-05-06,2025-05-06 15:59:41,sorry
2025-05-06,2025-05-06 16:36:25,just being honest
2025-05-06,2025-05-06 17:14:49,feeling really flat
2025-05-06,2025-05-06 17:51:14,no energy for anything
2025-05-06,2025-05-06 18:29:38,been in bed all day
2025-05-06,2025-05-06 19:06:23,cant seem to get up
2025-05-06,2025-05-06 19:44:47,everything feels pointless
2025-05-06,2025-05-06 20:21:12,i know thats dark
2025-05-06,2025-05-06 20:59:36,but thats how it feels
2025-05-06,2025-05-06 21:36:21,skipped meals today
2025-05-06,2025-05-06 22:14:45,just not hungry
2025-05-06,2025-05-06 22:51:29,trying to sleep
2025-05-06,2025-05-06 23:28:54,night
2025-05-06,2025-05-06 11:12:47,hey
2025-05-06,2025-05-06 12:39:23,yeah
2025-05-06,2025-05-06 14:06:58,not good
2025-05-06,2025-05-06 15:33:32,idk
2025-05-06,2025-05-06 17:00:17,no
2025-05-06,2025-05-06 18:26:51,maybe later
2025-05-06,2025-05-06 19:53:36,tired
2025-05-06,2025-05-06 21:20:22,night
2025-05-07,2025-05-07 11:07:29,morning
2025-05-07,2025-05-07 11:44:53,yeah im up
2025-05-07,2025-05-07 12:22:18,barely
2025-05-07,2025-05-07 12:59:42,didnt sleep much
2025-05-07,2025-05-07 13:37:27,feeling exhausted
2025-05-07,2025-05-07 14:14:51,and sad
2025-05-07,2025-05-07 14:52:16,just really sad
2025-05-07,2025-05-07 15:29:40,dont know why exactly
2025-05-07,2025-05-07 16:07:24,just am
2025-05-07,2025-05-07 16:44:49,everything feels overwhelming
2025-05-07,2025-05-07 17:22:13,even simple stuff
2025-05-07,2025-05-07 17:59:38,cant focus on anything
2025-05-07,2025-05-07 18:37:22,been staring at my phone for hours
2025-05-07,2025-05-07 19:14:47,not really doing anything
2025-05-07,2025-05-07 19:52:11,just scrolling
2025-05-07,2025-05-07 20:29:36,feel empty
2025-05-07,2025-05-07 21:07:21,like nothings there
2025-05-07,2025-05-07 21:44:45,should probably eat
2025-05-07,2025-05-07 22:22:10,but i dont care
2025-05-07,2025-05-07 22:59:34,going to bed
2025-05-07,2025-05-07 23:36:59,night
2025-05-07,2025-05-07 11:26:14,hey
2025-05-07,2025-05-07 12:52:48,yeah
2025-05-07,2025-05-07 14:19:33,not really
2025-05-07,2025-05-07 15:46:07,bad day
2025-05-07,2025-05-07 17:12:52,idk
2025-05-07,2025-05-07 18:39:26,no
2025-05-07,2025-05-07 20:06:11,tired
2025-05-07,2025-05-07 21:32:57,night
2025-05-08,2025-05-08 11:19:42,morning
2025-05-08,2025-05-08 11:57:28,yeah
2025-05-08,2025-05-08 12:34:53,not good
2025-05-08,2025-05-08 13:12:17,feeling really down
2025-05-08,2025-05-08 13:49:42,worse than yesterday
2025-05-08,2025-05-08 14:27:26,dont know what to do
2025-05-08,2025-05-08 15:04:51,just feel stuck
2025-05-08,2025-05-08 15:42:15,in my head
2025-05-08,2025-05-08 16:19:39,cant shake it
2025-05-08,2025-05-08 16:57:24,everything hurts
2025-05-08,2025-05-08 17:34:48,not physically
2025-05-08,2025-05-08 18:12:13,just emotionally
2025-05-08,2025-05-08 18:49:37,feel so heavy
2025-05-08,2025-05-08 19:27:22,stayed in bed again
2025-05-08,2025-05-08 20:04:46,havent showered in days
2025-05-08,2025-05-08 20:42:11,i know i should
2025-05-08,2025-05-08 21:19:35,just cant
2025-05-08,2025-05-08 21:57:19,no energy
2025-05-08,2025-05-08 22:34:44,skipped eating again
2025-05-08,2025-05-08 23:12:28,trying to sleep
2025-05-08,2025-05-08 23:49:53,night
2025-05-08,2025-05-08 11:33:26,hey
2025-05-08,2025-05-08 13:00:14,yeah
2025-05-08,2025-05-08 14:26:49,not ok
2025-05-08,2025-05-08 15:53:35,bad
2025-05-08,2025-05-08 17:20:22,idk what to say
2025-05-08,2025-05-08 18:47:08,no
2025-05-08,2025-05-08 20:13:43,cant
2025-05-08,2025-05-08 21:40:29,tired
2025-05-08,2025-05-08 23:07:16,night
2025-05-09,2025-05-09 11:28:57,morning
2025-05-09,2025-05-09 12:06:33,yeah im here
2025-05-09,2025-05-09 12:43:58,barely slept
2025-05-09,2025-05-09 13:21:22,feel terrible
2025-05-09,2025-05-09 13:58:47,really really low 😔
2025-05-09,2025-05-09 14:36:31,crying a lot
2025-05-09,2025-05-09 15:13:56,cant stop
2025-05-09,2025-05-09 15:51:20,everything makes me cry
2025-05-09,2025-05-09 16:28:45,or nothing does
2025-05-09,2025-05-09 17:06:29,i dont even know anymore
2025-05-09,2025-05-09 17:43:54,feel so alone
2025-05-09,2025-05-09 18:21:18,even when people text me
2025-05-09,2025-05-09 18:58:43,still feel alone
2025-05-09,2025-05-09 19:36:27,dont want to burden anyone
2025-05-09,2025-05-09 20:13:52,but i feel awful
2025-05-09,2025-05-09 20:51:16,havent eaten properly in days
2025-05-09,2025-05-09 21:28:41,dont care about anything
2025-05-09,2025-05-09 22:06:25,just want to sleep
2025-05-09,2025-05-09 22:43:50,and not wake up
2025-05-09,2025-05-09 23:21:14,sorry
2025-05-09,2025-05-09 23:58:39,night
2025-05-09,2025-05-09 11:41:48,hey
2025-05-09,2025-05-09 13:08:22,yeah
2025-05-09,2025-05-09 14:35:07,no
2025-05-09,2025-05-09 16:01:51,really bad
2025-05-09,2025-05-09 17:28:36,😔
2025-05-09,2025-05-09 18:55:22,cant do this
2025-05-09,2025-05-09 20:22:07,idk
2025-05-09,2025-05-09 21:48:43,tired
2025-05-09,2025-05-09 23:15:28,night
2025-05-10,2025-05-10 11:52:36,morning
2025-05-10,2025-05-10 12:29:21,yeah
2025-05-10,2025-05-10 13:07:45,not well
2025-05-10,2025-05-10 13:45:10,feeling awful
2025-05-10,2025-05-10 14:22:34,so tired
2025-05-10,2025-05-10 14:59:59,of everything
2025-05-10,2025-05-10 15:37:43,just want it to stop
2025-05-10,2025-05-10 16:14:28,this feeling
2025-05-10,2025-05-10 16:52:52,its too much
2025-05-10,2025-05-10 17:29:17,cant handle it
2025-05-10,2025-05-10 18:07:41,been crying again
2025-05-10,2025-05-10 18:44:26,all day basically
2025-05-10,2025-05-10 19:22:50,feel so worthless
2025-05-10,2025-05-10 19:59:15,like nothing matters
2025-05-10,2025-05-10 20:37:39,including me
2025-05-10,2025-05-10 21:14:24,havent left my room
2025-05-10,2025-05-10 21:52:48,in so long
2025-05-10,2025-05-10 22:29:13,lost track of time
2025-05-10,2025-05-10 23:07:37,everything blurs together
2025-05-10,2025-05-10 23:44:22,going to try to sleep
2025-05-10,2025-05-10 11:58:19,hey
2025-05-10,2025-05-10 13:25:53,yeah
2025-05-10,2025-05-10 14:52:28,no
2025-05-10,2025-05-10 16:19:14,cant
2025-05-10,2025-05-10 17:45:59,😢
2025-05-10,2025-05-10 19:12:35,idk anymore
2025-05-10,2025-05-10 20:39:21,so tired
2025-05-10,2025-05-10 22:06:06,night
2025-05-11,2025-05-11 12:04:47,morning
2025-05-11,2025-05-11 12:42:32,yeah im awake
2025-05-11,2025-05-11 13:19:57,slept maybe 2 hours
2025-05-11,2025-05-11 13:57:21,feel like a zombie
2025-05-11,2025-05-11 14:34:46,everything is dark
2025-05-11,2025-05-11 15:12:30,cant see a way out
2025-05-11,2025-05-11 15:49:55,of this feeling
2025-05-11,2025-05-11 16:27:19,its consuming me
2025-05-11,2025-05-11 17:04:44,cant think straight
2025-05-11,2025-05-11 17:42:28,brain feels foggy
2025-05-11,2025-05-11 18:19:53,and heavy
2025-05-11,2025-05-11 18:57:17,cant focus on anything
2025-05-11,2025-05-11 19:34:42,just lying here
2025-05-11,2025-05-11 20:12:26,staring at the ceiling
2025-05-11,2025-05-11 20:49:51,feeling numb
2025-05-11,2025-05-11 21:27:15,and sad
2025-05-11,2025-05-11 22:04:40,both at once
2025-05-11,2025-05-11 22:42:24,dont know how thats possible
2025-05-11,2025-05-11 23:19:49,but it is
2025-05-11,2025-05-11 23:57:13,trying to sleep
2025-05-11,2025-05-11 12:16:38,hey
2025-05-11,2025-05-11 13:43:24,yeah
2025-05-11,2025-05-11 15:09:59,not good
2025-05-11,2025-05-11 16:36:45,really bad
2025-05-11,2025-05-11 18:03:30,😔
2025-05-11,2025-05-11 19:30:06,cant anymore
2025-05-11,2025-05-11 20:56:52,so empty
2025-05-11,2025-05-11 22:23:37,night
2025-05-12,2025-05-12 12:13:25,morning
2025-05-12,2025-05-12 12:51:09,yeah
2025-05-12,2025-05-12 13:28:34,another bad night
2025-05-12,2025-05-12 14:05:58,feel horrible
2025-05-12,2025-05-12 14:43:23,so down
2025-05-12,2025-05-12 15:21:07,cant shake this
